Item Name,Package Weight,Package Length,Package Height,Package Width,SKU
P34X,0.135,3.40,1.30,3.40,P34X
PR1LV30,0.506,5.938,2.375,2.375,PR1LV30
PR1S12,0.462,5.75,2.75,2.75,PR1S12
PR1S25,0.48,5.813,2.375,2.375,PR1S25
PR1S40,0.473,5.75,2.50,2.50,PR1S40
PRLV10,0.45,5.00,2.625,2.625,PRLV10
PRLV20,0.45,5.188,2.375,2.375,PRLV20
PRLV30,0.45,5.25,2.50,2.50,PRLV30
PRLV40,0.45,5.125,2.375,2.375,PRLV40
PRLV50,0.45,5.10,2.50,2.50,PRLV50
PRSG10,0.145,3.125,1.50,1.50,PRSG10
PRSG20,0.145,3.125,1.50,1.50,PRSG20
PRSG30,0.145,3.125,1.50,1.50,PRSG30
PRSG40,0.145,3.125,1.50,1.50,PRSG40
PRSH10,0.551,5.625,3.00,3.00,PRSH10
PRSH30,0.59,5.50,3.00,3.00,PRSH30
PRSLHH12,0.335,5.25,2.00,2.00,PRSLHH12
PRSLHH20,0.339,5.188,1.875,1.875,PRSLHH20
PRSLHH30,0.339,5.25,2.00,2.00,PRSLHH30
PRSLPH12,0.326,5.188,1.875,1.875,PRSLPH12
PRSMPH12,0.433,6.00,2.50,2.50,PRSMPH12
PRSMPH30,0.447,6.00,2.375,2.375,PRSMPH30
PRSMPP12,0.405,5.10,2.50,2.50,PRSMPP12
PRSMPP20,0.413,5.10,2.50,2.50,PRSMPP20
PRSMPP30,0.416,5.125,2.375,2.375,PRSMPP30
PRSMPP40,0.422,5.25,2.375,2.375,PRSMPP40
TGN1ST,1.45,5.00,4.00,5.00,TGN1ST
TGN4ST,1.45,7.25,4.00,5.25,TGN4ST
TGNDC12,3.60,12.00,5.00,9.00,TGNDC12
TGNDC6,3.60,12.00,5.00,9.00,TGNDC6
TGNDC9,3.60,12.00,5.00,10.00,TGNDC9
TGNGH6,1.45,7.25,3.75,5.25,TGNGH6
TGNHF,1.35,8.00,4.00,5.00,TGNHF
TGNHOSE,0.76,7.00,4.00,5.00,TGNHOSE
THPRMOD,0.153,3.00,1.50,1.50,THPRMOD
THPRMOD9,0.31,3.20,1.30,3.20,THPRMOD9
TM112NIP,0.083,1.90,2.40,2.40,TM112NIP
TM112T,0.391,6.75,3.00,4.50,TM112T
TM1S,0.094,2.50,1.75,1.75,TM1S
TM1SOC,0.124,2.75,1.75,1.75,TM1SOC
TM2W,0.348,7.50,2.00,3.00,TM2W
TM34SOC,0.10,3.00,1.75,1.75,TM34SOC
TM3W,0.504,11.25,2.00,3.00,TM3W
TM4W,0.66,15.00,2.00,3.00,TM4W
TMBVHAD,0.953,9.25,3.50,5.00,TMBVHAD
TMBVHST,3.25,21.00,4.00,12.00,TMBVHST
TMC,0.255,4.00,2.00,4.00,TMC
TMCAP,0.06,1.25,1.75,1.75,TMCAP
TML,0.126,3.00,1.50,3.00,TML
TMN,0.075,2.00,2.00,2.00,TMN
TMOR,0.002,1.00,0.10,1.00,TMOR
TMRN,0.063,1.75,2.00,2.00,TMRN
TMS,0.584,6.00,3.00,4.00,TMS
TMSCP,0.13,2.75,1.75,1.75,TMSCP
TMT,0.195,4.00,2.00,4.00,TMT
PRB1806PRS,0.40,0.00,0.00,0.00,PRB1806PRS
PRB1806PRSM,0.40,0.00,0.00,0.00,PRB1806PRSM
PRBVAN14A,0.36,0.00,0.00,0.00,PRBVAN14A
PRBVAN18A,0.45,0.00,0.00,0.00,PRBVAN18A
PRBVAN14,0.44,0.00,0.00,0.00,PRBVAN14
PRBVAN18,0.45,0.00,0.00,0.00,PRBVAN18
PRBMPR8F,0.37,0.00,0.00,0.00,PRBMPR8F
PRBMPR10F,0.34,0.00,0.00,0.00,PRBMPR10F
PRBMPR15F,0.40,0.00,0.00,0.00,PRBMPR15F
PRBMPR8H,0.34,0.00,0.00,0.00,PRBMPR8H
PRBMPR10H,0.34,0.00,0.00,0.00,PRBMPR10H
PRBMPR15H,0.37,0.00,0.00,0.00,PRBMPR15H
TRBESPTM2-4,3.76,0.00,0.00,0.00,TRBESPTM2-4
TRBESPTM2-6,3.76,0.00,0.00,0.00,TRBESPTM2-6
TRBESPTM2-8,3.76,0.00,0.00,0.00,TRBESPTM2-8
TRBESPTM2-12,3.76,0.00,0.00,0.00,TRBESPTM2-12
TRBLNK2,0.21,0.00,0.00,0.00,TRBLNK2
MECPL-10,0.08,1.00,0.75,0.313,MECPL-10
MELOW-5,0.005,0.813,0.188,0.375,MELOW-5
MERED-5,0.005,0.813,0.188,0.375,MERED-5
KGB1,0.00,0.00,0.00,0.00,KGB1
14500-4,7.34,0.00,0.00,0.00,14500-4
14BUG-10,0.10,4.00,0.75,2.00,14BUG-10
AFBFLORT,0.424,0.00,0.00,0.00,AFBFLORT
AFBFLORBY,0.811,0.00,0.00,0.00,AFBFLORBY
AFBSNIMPGS,0.66,0.00,0.00,0.00,AFBSNIMPGS
AFBSNIPBY,0.747,0.00,0.00,0.00,AFBSNIPBY
AFBSNIPT,0.36,0.00,0.00,0.00,AFBSNIPT
AFBTHREE,0.971,0.00,0.00,0.00,AFBTHREE
BOSS1-10,0.09,1.50,0.30,1.50,BOSS1-10
BOSS12-10,0.06,0.90,0.20,0.80,BOSS12-10
BOSS34-10,0.07,1.20,0.20,1.00,BOSS34-10
BSHC-10,0.40,3.00,3.00,3.00,BSHC-10
BSHC1-10,0.44,4.00,4.00,4.00,BSHC1-10
BSHC112-10,0.46,2.50,0.75,2.00,BSHC112-10
BSHC12-10,0.39,1.50,0.75,1.00,BSHC12-10
BSHC2-10,0.51,3.00,0.75,2.50,BSHC2-10
"CF8-10 (BUN) Figure 8 End for 1/2"" Tube",0.07,0.00,0.00,0.00,CF8-10
"CF8-100 (BUN) Figure 8 End for 1/2"" Tube",0.70,0.00,0.00,0.00,CF8-100
"CF8-20 (BUN) Figure 8 End for 1/2"" Tube",0.14,0.00,0.00,0.00,CF8-20
"CF8-50 (BUN) Figure 8 End for 1/2"" Tube",0.35,0.00,0.00,0.00,CF8-50
DMAR-10,0.07,6.00,0.25,1.625,DMAR-10
DMPCA-10,0.02,0.80,0.40,0.60,DMPCA-10
DNP1-10,0.12,1.875,0.875,1.00,DNP1-10
DNPBUG-OLD,0.02,3.50,0.25,2.00,DNPBUG-OLD
DNPC2-1500,25.50,0.00,0.00,0.00,DNPC2-1500
DNPCAP-10,0.02,2.75,0.75,0.50,DNPCAP-10
DNWGT-10,0.18,1.875,0.625,0.625,DNWGT-10
DOV1-10,0.01,0.625,0.375,0.375,DOV1-10
DOV12-10,0.01,0.625,0.125,0.313,DOV12-10
DOV2-10,0.01,1.625,0.75,1.00,DOV2-10
DPOT1-10,0.06,2.875,0.625,1.063,DPOT1-10
DPOT12-10,0.05,3.00,0.88,1.10,DPOT12-10
DSD12500-4,31.54,0.00,0.00,0.00,DSD12500-4
DSD6500-4,32.484,0.00,0.00,0.00,DSD6500-4
DSD9500-4,30.764,0.00,0.00,0.00,DSD9500-4
DTA1-1000,3.00,0.00,0.00,0.00,DTA1-1000
DTA1-500,1.50,0.00,0.00,0.00,DTA1-500
DTA2-1000,3.00,0.00,0.00,0.00,DTA2-1000
DTA2-500,1.50,0.00,0.00,0.00,DTA2-500
DTA4-1000,3.00,0.00,0.00,0.00,DTA4-1000
DTA4-500,1.50,0.00,0.00,0.00,DTA4-500
ELC-10,0.61,0.00,0.00,0.00,ELC-10
ELC-100,6.10,0.00,0.00,0.00,ELC-100
ELC-20,1.22,0.00,0.00,0.00,ELC-20
ELC-5,0.305,0.00,0.00,0.00,ELC-5
ELFH-10,0.52,0.00,0.00,0.00,ELFH-10
ELFH-20,1.04,0.00,0.00,0.00,ELFH-20
ELFH-5 (BUN) 1/2'' Easy Loc Female Hose Adapter,0.26,0.00,0.00,0.00,ELFH-5
ELL-10,0.56,0.00,0.00,0.00,ELL-10
ELL-20,1.12,0.00,0.00,0.00,ELL-20
ELL-5,0.28,0.00,0.00,0.00,ELL-5
ELL-50,2.80,0.00,0.00,0.00,ELL-50
ELMC-10,0.58,0.00,0.00,0.00,ELMC-10
ELMC-100,5.80,0.00,0.00,0.00,ELMC-100
ELMC-20,1.16,0.00,0.00,0.00,ELMC-20
ELMC-5,0.29,0.00,0.00,0.00,ELMC-5
ELT-10,1.085,0.00,0.00,0.00,ELT-10
ELT-20,2.17,0.00,0.00,0.00,ELT-20
ELT-5,0.5425,0.00,0.00,0.00,ELT-5
ELT-50,5.425,0.00,0.00,0.00,ELT-50
ELV12-10,0.78,0.00,0.00,0.00,ELV12-10
ELV12-100,7.80,0.00,0.00,0.00,ELV12-100
ELV12-20,1.56,0.00,0.00,0.00,ELV12-20
ELV12-5,0.39,0.00,0.00,0.00,ELV12-5
HCAP-10,0.15,4.00,4.00,4.00,HCAP-10
HCAP-20,0.30,0.00,0.00,0.00,HCAP-20
HSPL3SO,0.803,7.50,9.875,2.875,HSPL3SO
IEZHTRS,0.313,8.00,2.00,6.50,IEZHTRS
IMR2BPKIT,0.30,0.00,0.00,0.00,IMR2BPKIT
IMR4BPKIT,0.208,0.00,0.00,0.00,IMR4BPKIT
IMRLEG-4,12.00,2.00,35.75,2.00,IMRLEG-4
K12ELC,0.60,12.00,2.00,6.00,K12ELC
KDG1,7.292,16.00,6.00,16.00,KDG1
KDG2,15.82,23.00,6.00,23.00,KDG2
KDG2-T,16.82,18.00,10.00,18.00,KDG2-T
KDG3,30.50,24.00,13.00,24.00,KDG3
KDR1,26.54,18.00,10.00,18.00,KDR1
KDR2,111.834,0.00,0.00,0.00,KDR2
KDT1,8.30,16.00,6.00,16.00,KDT1
KDT1-T,9.30,16.00,6.00,16.00,KDT1-T
KDT2,41.95,22.00,16.00,18.00,KDT2
KDT2-T,42.189,20.50,16.75,18.50,KDT2-T
KDT3BASE,29.00,24.00,20.00,24.00,KDT3BASE
KDT3BASE-T,29.00,24.00,12.00,24.00,KDT3BASE-T
KGB1-10,64.20,0.00,0.00,0.00,KGB1-10
KGB1-5,32.10,0.00,0.00,0.00,KGB1-5
KGB1-T,7.42,0.00,0.00,0.00,KGB1-T
KGB2,11.859,18.00,10.00,18.00,KGB2
KGB2-T,12.859,18.00,10.00,18.00,KGB2-T
KGB3,37.00,25.00,13.00,25.00,KGB3
KGB3-T,38.442,25.00,20.00,25.00,KGB3-T
KGRN,3.00,16.00,6.00,16.00,KGRN
KHA12,0.30,7.50,1.00,5.25,KHA12
KHA34,0.30,6.50,4.875,1.50,KHA34
KIP1,6.04,16.00,6.00,16.00,KIP1
KIP1-T,7.04,16.00,6.00,16.00,KIP1-T
KIP2,10.54,18.00,6.00,18.00,KIP2
KIP2-T,11.54,18.00,6.00,18.00,KIP2-T
KIP3,31.46,29.00,13.00,29.00,KIP3
KMIST,0.80,7.375,2.375,2.375,KMIST
KNK1,10.05,18.00,6.00,18.00,KNK1
KNK2,14.35,18.00,10.00,18.00,KNK2
KNK3,36.05,24.00,12.00,24.00,KNK3
KOK1,22.10,18.00,10.00,18.00,KOK1
KOK2,48.35,24.00,12.00,24.00,KOK2
KOK3,59.85,24.00,12.00,24.00,KOK3
KRS1,5.36,16.00,6.00,16.00,KRS1
KRS2,9.30,16.00,6.00,16.00,KRS2
KRS3,27.74,25.00,13.00,25.00,KRS3
KWC725M,1.00,0.00,0.00,0.00,KWC725M
KWC750M,3.30,0.00,0.00,0.00,KWC750M
KWC925M,1.00,0.00,0.00,0.00,KWC925M
KWC950M,1.00,0.00,0.00,0.00,KWC950M
LSB-10,0.50,0.00,0.00,0.00,LSB-10
LSB-100,5.00,0.00,0.00,0.00,LSB-100
LSB-20,1.00,0.00,0.00,0.00,LSB-20
LSB-5,0.25,0.00,0.00,0.00,LSB-5
LSBSO-10,0.47,0.00,0.00,0.00,LSBSO-10
LSBSO-20,0.94,0.00,0.00,0.00,LSBSO-20
LSBSO-5,0.235,0.00,0.00,0.00,LSBSO-5
LSBSO-50,2.35,0.00,0.00,0.00,LSBSO-50
LSC-10,0.35,0.00,0.00,0.00,LSC-10
LSC-100,3.50,0.00,0.00,0.00,LSC-100
LSC-20,0.70,0.00,0.00,0.00,LSC-20
LSC-5,0.175,0.00,0.00,0.00,LSC-5
LSCSO-20,1.24,0.00,0.00,0.00,LSCSO-20
LSCSO-50,3.10,0.00,0.00,0.00,LSCSO-50
LSGS-10,0.15,1.23,0.58,1.40,LSGS-10
LSMC-10,0.48,0.00,0.00,0.00,LSMC-10
LSMC-20,0.96,0.00,0.00,0.00,LSMC-20
LSMC-5,0.24,0.00,0.00,0.00,LSMC-5
LSPLUG-20 (BUN)Tape End Plug,0.0125,0.00,0.00,0.00,LSPLUG-20
ME12B-10,0.19,1.20,1.10,1.10,ME12B-10
MEBLA-5,0.01,0.875,0.25,0.313,MEBLA-5
MENIP-10,0.08,0.813,0.188,0.375,MENIP-10
MEPLUG-5,0.005,0.375,0.188,0.375,MEPLUG-5
MESK36-5,1.40,0.00,0.00,0.00,MESK36-5
MEVSO-5,0.015,1.125,0.875,0.875,MEVSO-5
MNB-5,0.03,1.063,0.375,0.50,MNB-5
MNC-5,0.03,1.00,0.313,0.50,MNC-5
MND1B-5,0.035,1.125,0.75,0.875,MND1B-5
MND1T-5,0.035,1.125,0.625,0.938,MND1T-5
MND34B-5,0.035,1.125,0.75,0.875,MND34B-5
MND34T-5,0.035,1.125,0.188,0.75,MND34T-5
MNELGRN-5,0.045,1.625,0.313,1.125,MNELGRN-5
MNRED-5,0.03,0.75,0.375,0.50,MNRED-5
MNTA-5,0.33,2.625,1.625,1.625,MNTA-5
MNW-5,0.03,1.063,0.438,0.563,MNW-5
MRSB-5,0.05,5.00,0.40,0.50,MRSB-5
MRSG-5,0.055,5.00,0.40,0.50,MRSG-5
MRSO-5,0.055,5.00,0.40,0.50,MRSO-5
MSBL180-10,0.01,0.75,0.125,0.25,MSBL180-10
MSBL300-10,0.01,0.75,0.125,0.313,MSBL300-10
MSBL90-10,0.01,0.75,0.125,0.25,MSBL90-10
MSBLSTR-10,0.01,0.625,0.125,0.313,MSBLSTR-10
MSBU180-10,0.01,0.813,0.188,0.313,MSBU180-10
MSBU300-10,0.01,0.625,0.125,0.313,MSBU300-10
MSBU90-10,0.01,0.813,0.188,0.25,MSBU90-10
MSBUSTR-10,0.01,0.688,0.188,0.313,MSBUSTR-10
MSGR180-10,0.01,0.625,0.125,0.313,MSGR180-10
MSGR300-10,0.01,5.50,0.90,1.50,MSGR300-10
MSGR90-10,0.01,0.88,0.188,0.25,MSGR90-10
MSGRSTR-10,0.01,0.563,0.188,0.313,MSGRSTR-10
MSRD180-10,0.01,0.625,0.125,0.313,MSRD180-10
MSRD300-10,0.01,0.625,0.125,0.313,MSRD300-10
MSRD90-10,0.01,0.75,0.188,0.313,MSRD90-10
MSRDSTR-10,0.01,0.563,0.188,0.313,MSRDSTR-10
MSTBS-5,0.005,0.00,0.00,0.00,MSTBS-5
MSWBL-5,0.045,1.50,0.25,0.938,MSWBL-5
MSWBRN-5,0.045,1.438,0.25,0.938,MSWBRN-5
MSWGR-5,0.045,1.375,0.188,0.938,MSWGR-5
MSWLB-5,0.045,1.50,0.75,0.875,MSWLB-5
MTFB-5,0.025,0.813,0.313,0.688,MTFB-5
MTFBPR-5,0.03,1.875,0.75,0.75,MTFBPR-5
MTFR-5,0.025,0.813,0.188,0.688,MTFR-5
P1218STB-5,0.10,1.00,1.10,1.10,P1218STB-5
ROCTABUB10-10,1.55,0.00,0.00,0.00,ROCTABUB10-10
ROCTABUB10-100,15.50,0.00,0.00,0.00,ROCTABUB10-100
ROCTABUB2-10,1.55,0.00,0.00,0.00,ROCTABUB2-10
ROCTABUB2-100,15.50,0.00,0.00,0.00,ROCTABUB2-100
ROCTABUB6-10,1.55,0.00,0.00,0.00,ROCTABUB6-10
ROCTABUB6-100,15.50,0.00,0.00,0.00,ROCTABUB6-100
S17-5,0.415,16.38,2.08,3.45,S17-5
SD5-10,0.10,5.50,0.375,0.75,SD5-10
SDPH-5,0.10,6.50,0.50,1.375,SDPH-5
SEZ17-5,0.715,19.25,2.75,2.50,SEZ17-5
SLOC78-20,0.07,2.20,0.30,1.20,SLOC78-20
SMP10-4,1.20,0.00,0.00,0.00,SMP10-4
SMP20-4,2.56,0.00,0.00,0.00,SMP20-4
SMP30-4,3.12,0.00,0.00,0.00,SMP30-4
SMP45-4,4.00,0.00,0.00,0.00,SMP45-4
SMP5-4,0.80,0.00,0.00,0.00,SMP5-4
SMP65-4,4.96,0.00,0.00,0.00,SMP65-4
SMPTN20-4,2.56,0.00,0.00,0.00,SMPTN20-4
SMPTN45-4,4.00,0.00,0.00,0.00,SMPTN45-4
SMPTN5-4,0.80,0.00,0.00,0.00,SMPTN5-4
SMPTN65-4,4.96,0.00,0.00,0.00,SMPTN65-4
SR12-5,0.09,12.00,0.71,0.90,SR12-5
SR18-5,0.13,18.00,0.53,0.53,SR18-5
SS14-5,0.25,14.00,0.125,0.75,SS14-5
ST13-5,0.25,12.50,1.90,1.95,ST13-5
STEZ13-5,0.45,17.00,4.125,4.125,STEZ13-5
"STRE-10 (BUN) 1/2"" Trellis Hanger",0.07,1.50,0.50,1.00,STRE-10
"STRE34-10 (BUN) 3/4"" Trellis Hanger",0.13,1.75,0.625,1.125,STRE34-10
SV-5,0.14,7.625,0.75,1.75,SV-5
TGNALT-25,12.50,0.00,0.00,0.00,TGNALT-25
TGNALT-5,2.50,0.00,0.00,0.00,TGNALT-5
TGNEZ-12,12.00,0.00,0.00,0.00,TGNEZ-12
TGNHF-10,13.50,0.00,0.00,0.00,TGNHF-10
TGNHFBT-10,13.50,0.00,0.00,0.00,TGNHFBT-10
TGNHFBTK,1.442,7.00,4.00,5.00,TGNHFBTK
TGNHFK,1.442,8.00,4.00,5.00,TGNHFK
TGNHFWPK,1.442,8.00,5.00,4.00,TGNHFWPK
TGNHOSE-10,7.60,0.00,0.00,0.00,TGNHOSE-10
TGNLID-10,10.00,0.00,0.00,0.00,TGNLID-10
TGNLIDBT-10,10.00,0.00,0.00,0.00,TGNLIDBT-10
10-CV-01,0.01,8.00,1.00,1.00,10-CV-01
11WPCON-B,0.10,0.00,0.00,0.00,11WPCON-B
14GP1-100,0.10,2.00,1.75,1.00,14GP1-100
14WTBC,0.001,0.00,0.00,0.00,14WTBC
15FPEW53-30,0.20,0.00,0.00,0.00,15FPEW53-30
6809091,0.01,0.00,0.00,0.00,6809091
A4WA,0.25,12.00,1.50,5.50,A4WA
ABBPH,0.70,13.25,4.00,5.50,ABBPH
ACPLABEL,0.40,14.00,1.50,4.00,ACPLABEL
AFELC6,0.584,11.25,1.75,3.75,AFELC6
AFLEX25,3.75,14.00,3.00,14.00,AFLEX25
AFLEX50,9.10,15.00,5.00,15.00,AFLEX50
AFLEX75,12.75,14.00,6.00,14.00,AFLEX75
AFPMH,0.074,2.75,1.125,1.25,AFPMH
AGHOOP,0.581,26.00,0.20,17.00,AGHOOP
AHOSEREP,0.15,3.60,1.10,2.70,AHOSEREP
AJCOMP106,161.00,0.00,0.00,0.00,AJCOMP106
AJCOMP33,64.00,0.00,0.00,0.00,AJCOMP33
AJCOMP70,87.00,0.00,0.00,0.00,AJCOMP70
AMACH,1.313,29.50,2.00,4.00,AMACH
APFIL,0.30,6.00,1.00,6.00,APFIL
ASTK14,0.25,14.00,1.50,1.50,ASTK14
ASTK24,0.498,24.00,1.50,1.50,ASTK24
CLD1CP,0.25,0.00,0.00,0.00,CLD1CP
CLF1AP,0.10,0.00,0.00,0.00,CLF1AP
CLF2AP,0.30,0.00,0.00,0.00,CLF2AP
DNJR1,0.002,1.00,0.50,0.50,DNJR1
DNJR12,0.002,1.00,0.50,0.50,DNJR12
DNJR2,0.002,0.50,0.50,1.00,DNJR2
DNPC1,0.016,0.00,0.00,0.00,DNPC1
DNPC12,0.016,0.00,0.00,0.00,DNPC12
DNPC2,0.016,0.00,0.00,0.00,DNPC2
DNPC6,0.016,0.00,0.00,0.00,DNPC6
DRIPT,0.46,0.00,0.00,0.00,DRIPT
DRIPTBLKLG,0.46,9.00,2.00,6.00,DRIPTBLKLG
DRIPTBLKMED,0.46,9.00,2.00,6.00,DRIPTBLKMED
DRIPTBLKSM,0.46,9.00,2.00,6.00,DRIPTBLKSM
DRIPTBLKXL,0.46,9.00,2.00,6.00,DRIPTBLKXL
DRIPTBLKXXL,0.46,9.00,2.00,6.00,DRIPTBLKXXL
DRIPTBURGLG,0.46,0.00,0.00,0.00,DRIPTBURGLG
DRIPTBURGMED,0.46,9.00,2.00,6.00,DRIPTBURGMED
DRIPTBURGSM,0.46,0.00,0.00,0.00,DRIPTBURGSM
DRIPTBURGXL,0.46,0.00,0.00,0.00,DRIPTBURGXL
DRIPTBURGXXL,0.46,9.00,2.00,6.00,DRIPTBURGXXL
DRIPTNAVYLG,0.46,0.00,0.00,0.00,DRIPTNAVYLG
DRIPTNAVYMED,0.46,0.00,0.00,0.00,DRIPTNAVYMED
DRIPTNAVYSM,0.46,0.00,0.00,0.00,DRIPTNAVYSM
DRIPTNAVYXL,0.46,0.00,0.00,0.00,DRIPTNAVYXL
DRIPTNAVYXXL,0.46,0.00,0.00,0.00,DRIPTNAVYXXL
DRIPTWHITELG,0.46,9.00,2.00,6.00,DRIPTWHITELG
DRIPTWHITEMED,0.46,0.00,0.00,0.00,DRIPTWHITEMED
DRIPTWHITESM,0.46,9.00,2.00,6.00,DRIPTWHITESM
DRIPTWHITEXL,0.46,9.00,2.00,6.00,DRIPTWHITEXL
DRIPTWHITEXXL,0.46,0.00,0.00,0.00,DRIPTWHITEXXL
DRZIP-B50,0.20,0.00,0.00,0.00,DRZIP-B50
EDTUBE-01,0.90,0.00,0.00,0.00,EDTUBE-01
EDTUBE-10,9.00,0.00,0.00,0.00,EDTUBE-10
EDTUBE8XMT,0.02,0.00,0.00,0.00,EDTUBE8XMT
EDTUBEBA,0.0625,4.00,0.25,6.00,EDTUBEBA
EDTUBEMVLV-10,0.30,0.00,0.00,0.00,EDTUBEMVLV-10
EDTUBESTK,0.0052,0.00,0.00,0.00,EDTUBESTK
EDTUBETEE,0.01,0.00,0.00,0.00,EDTUBETEE
EL34F,0.094,3.75,1.375,1.375,EL34F
EL34F34,0.107,4.00,1.50,1.50,EL34F34
ELRL,0.176,5.25,1.375,4.125,ELRL
ELRT112,0.46,8.625,2.00,4.125,ELRT112
ELSOL,0.194,5.00,4.00,5.00,ELSOL
ELX34,0.36,7.50,2.00,7.50,ELX34
FAE1200SU,1.16,11.50,3.00,3.00,FAE1200SU
FAMSCN2200,13.00,0.00,0.00,0.00,FAMSCN2200
FAMSUPBOWL,0.70,8.00,4.00,4.00,FAMSUPBOWL
FMED40,89.00,37.00,20.00,20.00,FMED40
FMED50,33.00,40.00,22.00,22.00,FMED50
FMLEM1,0.20,0.00,0.00,0.00,FMLEM1
FPGPKEY,0.011,3.00,0.20,2.00,FPGPKEY
FRBPRF075,0.30,0.00,0.00,0.00,FRBPRF075
FRBPRF100,0.30,0.00,0.00,0.00,FRBPRF100
G1523L,0.20,10.00,1.50,4.00,G1523L
G1523XL,0.20,10.00,1.50,4.00,G1523XL
G3704L,0.10,0.00,0.00,0.00,G3704L
G3704M,0.10,0.00,0.00,0.00,G3704M
G3704S,0.10,0.00,0.00,0.00,G3704S
G5371L,0.15,6.00,1.50,3.00,G5371L
G5371M,0.15,6.00,1.50,3.00,G5371M
G5371S,0.10,6.00,1.50,3.00,G5371S
G5371XL,0.15,6.00,1.50,3.00,G5371XL
G7206L,0.15,6.00,1.50,3.50,G7206L
G7784S,0.10,0.00,0.00,0.00,G7784S
G7784XL,0.25,0.00,0.00,0.00,G7784XL
GH160400,0.00,0.00,0.00,0.00,GH160400
GH160900,0.00,0.00,0.00,0.00,GH160900
GH24042147,0.00,0.00,0.00,0.00,GH24042147
GH24051300,0.00,0.00,0.00,0.00,GH24051300
GH24051570,0.00,0.00,0.00,0.00,GH24051570
GHANC,10.00,0.00,0.00,0.00,GHANC
GHAR12,0.00,0.00,0.00,0.00,GHAR12
GHAR8,0.00,0.00,0.00,0.00,GHAR8
GHBASE4,2.00,0.00,0.00,0.00,GHBASE4
GHBASE6,2.00,0.00,0.00,0.00,GHBASE6
GHE,0.00,0.00,0.00,0.00,GHE
GHLVRM,3.00,0.00,0.00,0.00,GHLVRM
GHLVRS,3.00,0.00,0.00,0.00,GHLVRS
GHMA12,0.00,0.00,0.00,0.00,GHMA12
GHMA8,0.00,0.00,0.00,0.00,GHMA8
GHOA12,0.00,0.00,0.00,0.00,GHOA12
GHOA8,0.00,0.00,0.00,0.00,GHOA8
GHS,35.00,0.00,0.00,0.00,GHS
GOOFPLUG,0.0052,0.00,0.00,0.00,GOOFPLUG
GTRGL,1.16,7.75,1.00,7.50,GTRGL
GTRGM,1.16,7.75,1.00,7.25,GTRGM
GTRGS,1.16,7.75,1.00,7.25,GTRGS
GTRGXL,1.16,7.75,1.00,7.75,GTRGXL
GTRGXS,1.16,0.00,0.00,0.00,GTRGXS
HT1424,548.00,0.00,0.00,0.00,HT1424
HT1436,689.00,0.00,0.00,0.00,HT1436
HT2024,802.00,0.00,0.00,0.00,HT2024
HT2048,1302.00,0.00,0.00,0.00,HT2048
HT2696,2807.00,0.00,0.00,0.00,HT2696
HT3072,2861.00,0.00,0.00,0.00,HT3072
HT3096,3135.00,0.00,0.00,0.00,HT3096
IEZDIP34,0.01,8.00,0.80,0.80,IEZDIP34
IEZIBVH,0.50,6.375,2.25,2.75,IEZIBVH
IEZK175,14.00,0.00,0.00,0.00,IEZK175
IEZKIT3,16.00,0.00,0.00,0.00,IEZKIT3
IEZKIT5,25.00,0.00,0.00,0.00,IEZKIT5
IEZPR10FX,34.00,0.00,0.00,0.00,IEZPR10FX
IEZPR5FX,19.00,0.00,0.00,0.00,IEZPR5FX
IM1234KIT,0.25,10.00,1.00,6.00,IM1234KIT
IM34HKIT,1.00,8.00,2.00,6.00,IM34HKIT
IM34LKIT,1.00,8.00,2.00,6.00,IM34LKIT
IMRFLEX,6.00,0.00,0.00,0.00,IMRFLEX
LVC2-150HP-NV,1.15,0.00,0.00,0.00,LVC2-150HP-NV
LVCZNV10075-HFHP,0.90,0.00,0.00,0.00,LVCZNV10075-HFHP
LVCZNV10075-LF,0.90,0.00,0.00,0.00,LVCZNV10075-LF
LVCZNVSF10075-LF,0.90,0.00,0.00,0.00,LVCZNVSF10075-LF
LVCZNVSR10075-HF,0.90,0.00,0.00,0.00,LVCZNVSR10075-HF
LVCZSF-150HP-NV,1.15,0.00,0.00,0.00,LVCZSF-150HP-NV
MAG4,6.30,0.00,0.00,0.00,MAG4
MAGAQUA114,5.00,26.00,2.75,2.75,MAGAQUA114
MAGAQUA2,7.58,39.50,3.25,3.25,MAGAQUA2
MAGAQUA2GR,8.00,47.00,4.00,4.00,MAGAQUA2GR
MAGAQUA2PVC,3.56,31.00,3.75,3.75,MAGAQUA2PVC
MAGAQUA2SS,16.85,45.00,4.00,4.00,MAGAQUA2SS
MAGAQUA34,3.00,21.00,2.375,2.375,MAGAQUA34
MAGAQUASS34,7.00,19.00,2.375,2.375,MAGAQUASS34
MAGFILTER1,5.00,11.00,5.50,5.50,MAGFILTER1
MAGFILTER1AL,8.00,11.00,5.50,5.50,MAGFILTER1AL
MAGFILTER1SS,21.00,23.00,9.00,9.00,MAGFILTER1SS
MAGFILTER2,15.00,23.00,9.00,9.00,MAGFILTER2
MAGIND10SS,110.00,13.00,11.00,11.00,MAGIND10SS
MAGIND12SS,130.00,13.00,13.00,13.00,MAGIND12SS
MAGIND4SS,30.00,9.00,6.00,6.00,MAGIND4SS
MAGIND6SS,50.00,13.00,7.00,7.00,MAGIND6SS
MAGIND8SS,85.00,13.00,9.00,9.00,MAGIND8SS
