Item Name,Package Weight,Package Length,Package Height,Package Width,SKU
PGP04CVR20,0.00,0.00,0.00,0.00,PGP04CVR20
PGP04CVR25,0.00,0.00,0.00,0.00,PGP04CVR25
PGP04CVR30,0.00,0.00,0.00,0.00,PGP04CVR30
PGP04CVR40,0.00,0.00,0.00,0.00,PGP04CVR40
PGP04CVRPRB,0.00,0.00,0.00,0.00,PGP04CVRPRB
PGP04CVRPRB20,0.00,0.00,0.00,0.00,PGP04CVRPRB20
PGP04CVRPRB25,0.00,0.00,0.00,0.00,PGP04CVRPRB25
PGP04CVRPRB30,0.00,0.00,0.00,0.00,PGP04CVRPRB30
PGP04CVRPRB40,0.00,0.00,0.00,0.00,PGP04CVRPRB40
PGP04PRB,0.00,0.00,0.00,0.00,PGP04PRB
PGP04PRB20,0.00,0.00,0.00,0.00,PGP04PRB20
PGP04PRB25,0.00,0.00,0.00,0.00,PGP04PRB25
PGP04PRB30,0.00,0.00,0.00,0.00,PGP04PRB30
PGP04PRB40,0.00,0.00,0.00,0.00,PGP04PRB40
PGP04PRBCS,0.00,0.00,0.00,0.00,PGP04PRBCS
PGP04R,0.00,0.00,0.00,0.00,PGP04R
PGP04R25,0.00,0.00,0.00,0.00,PGP04R25
PGP04R30,0.00,0.00,0.00,0.00,PGP04R30
PGP06,0.951,0.00,0.00,0.00,PGP06
PGP0615,0.00,0.00,0.00,0.00,PGP0615
PGP0615R,0.00,0.00,0.00,0.00,PGP0615R
PGP0620,0.00,0.00,0.00,0.00,PGP0620
PGP0620R,0.00,0.00,0.00,0.00,PGP0620R
PGP0625,0.00,0.00,0.00,0.00,PGP0625
PGP0625R,0.00,0.00,0.00,0.00,PGP0625R
PGP0630,0.00,0.00,0.00,0.00,PGP0630
PGP0630R,0.00,0.00,0.00,0.00,PGP0630R
PGP0640,0.00,0.00,0.00,0.00,PGP0640
PGP0640R,0.00,0.00,0.00,0.00,PGP0640R
PGP06CV15,0.00,0.00,0.00,0.00,PGP06CV15
PGP06CV20,0.00,0.00,0.00,0.00,PGP06CV20
PGP06CV25,0.00,0.00,0.00,0.00,PGP06CV25
PGP06CV30,0.00,0.00,0.00,0.00,PGP06CV30
PGP06CV40,0.00,0.00,0.00,0.00,PGP06CV40
PGP06CVR,0.00,0.00,0.00,0.00,PGP06CVR
PGP06CVR15,0.00,0.00,0.00,0.00,PGP06CVR15
PGP06CVR20,0.00,0.00,0.00,0.00,PGP06CVR20
PGP06CVR25,0.00,0.00,0.00,0.00,PGP06CVR25
PGP06CVR30,0.00,0.00,0.00,0.00,PGP06CVR30
PGP06CVR40,0.00,0.00,0.00,0.00,PGP06CVR40
PGP06R,0.00,0.00,0.00,0.00,PGP06R
PGP12CV15,0.00,0.00,0.00,0.00,PGP12CV15
PGP12CV20,0.00,0.00,0.00,0.00,PGP12CV20
PGP12CV25,0.00,0.00,0.00,0.00,PGP12CV25
PGP12CV30,0.00,0.00,0.00,0.00,PGP12CV30
PGP12CV40,0.00,0.00,0.00,0.00,PGP12CV40
PGP12CVR,0.00,0.00,0.00,0.00,PGP12CVR
PGP12CVR15,0.00,0.00,0.00,0.00,PGP12CVR15
PGP12CVR20,0.00,0.00,0.00,0.00,PGP12CVR20
PGP12CVR25,0.00,0.00,0.00,0.00,PGP12CVR25
PGP12CVR30,0.00,0.00,0.00,0.00,PGP12CVR30
PGP12CVR40,0.00,0.00,0.00,0.00,PGP12CVR40
PGPADJ4,0.00,0.00,0.00,0.00,PGPADJ4
PGPADJ5,0.00,0.00,0.00,0.00,PGPADJ5
PGPADJ6,0.00,0.00,0.00,0.00,PGPADJ6
PGPADJ7,0.00,0.00,0.00,0.00,PGPADJ7
PGPADJ8,0.00,0.00,0.00,0.00,PGPADJ8
PGPADJB,0.00,0.00,0.00,0.00,PGPADJB
PGPADJB15,0.00,0.00,0.00,0.00,PGPADJB15
PGPADJB20,0.00,0.00,0.00,0.00,PGPADJB20
PGPADJB25,0.00,0.00,0.00,0.00,PGPADJB25
PGPADJB30,0.00,0.00,0.00,0.00,PGPADJB30
PGPADJB40,0.00,0.00,0.00,0.00,PGPADJB40
PGPADJB50,0.00,0.00,0.00,0.00,PGPADJB50
PGPADJB60,0.00,0.00,0.00,0.00,PGPADJB60
PGPADJB80,0.00,0.00,0.00,0.00,PGPADJB80
PIGTAIL,0.00,0.00,0.00,0.00,PIGTAIL
PR075,0.00,0.00,0.00,0.00,PR075
ZenTest123,0.00,0.00,0.00,0.00,ZenTest123
KCCALI6,12.75,24.00,6.00,24.00,KCCALI6
Shipping Charge,0.00,0.00,0.00,0.00,Shipping Charge
GBTROWEL,0.00,0.00,0.00,0.00,GBTROWEL
GBTDIDBLU,0.00,0.00,0.00,0.00,GBTDIDBLU
GBTDIBGRN,1.20,0.00,0.00,0.00,GBTDIBGRN
GBTRAN,0.00,0.00,0.00,0.00,GBTRAN
GBWEED,0.00,0.00,0.00,0.00,GBWEED
GBTDIBSS,0.00,0.00,0.00,0.00,GBTDIBSS
GBTSCOOP,0.00,0.00,0.00,0.00,GBTSCOOP
GBTRAKE,0.00,0.00,0.00,0.00,GBTRAKE
GBTOTE,0.00,0.00,0.00,0.00,GBTOTE
HG7986-1-G,20.94,24.00,19.00,5.25,HG7986-1-G
HG7986-1-W,21.00,24.00,20.00,6.00,HG7986-1-W
HG7986-1-E,21.00,24.00,19.00,6.00,HG7986-1-E
HG7986-4-G,29.75,21.00,18.00,8.00,HG7986-4-G
HG7986-4-W,29.75,21.00,18.00,8.00,HG7986-4-W
HG7986-4-E,29.75,21.00,19.00,8.00,HG7986-4-E
HG7986-5-G,36.40,21.00,19.00,8.00,HG7986-5-G
HG7986-5-W,36.40,21.00,19.00,8.00,HG7986-5-W
HG7986-5-E,36.40,21.00,19.00,8.00,HG7986-5-E
HG7987-1-G,35.30,24.00,32.00,6.00,HG7987-1-G
HG7987-1-W,35.30,24.00,32.00,6.00,HG7987-1-W
HG7987-1-E,35.30,24.00,32.00,6.00,HG7987-1-E
HG7987-4-G,52.90,22.00,33.00,8.00,HG7987-4-G
HG7987-4-W,0.00,0.00,0.00,0.00,HG7987-4-W
HG7987-4-E,0.00,0.00,0.00,0.00,HG7987-4-E
HG7987-5-G,0.00,0.00,0.00,0.00,HG7987-5-G
HG7987-5-W,0.00,0.00,0.00,0.00,HG7987-5-W
HG7987-5-E,0.00,0.00,0.00,0.00,HG7987-5-E
TDLT,0.00,0.00,0.00,0.00,TDLT
AG0060,0.00,0.00,0.00,0.00,AG0060
AG0100,0.00,0.00,0.00,0.00,AG0100
AG0101,0.00,0.00,0.00,0.00,AG0101
AG0132,0.00,0.00,0.00,0.00,AG0132
AG0474,0.00,0.00,0.00,0.00,AG0474
AG0557,0.00,0.00,0.00,0.00,AG0557
AG0564,0.00,0.00,0.00,0.00,AG0564
AG0603,0.00,0.00,0.00,0.00,AG0603
AG1348,0.00,0.00,0.00,0.00,AG1348
AG1625,0.00,0.00,0.00,0.00,AG1625
AG1650,0.00,0.00,0.00,0.00,AG1650
AG1677,0.00,0.00,0.00,0.00,AG1677
AG1960,0.00,0.00,0.00,0.00,AG1960
AG2013,0.00,0.00,0.00,0.00,AG2013
AG2052,0.00,0.00,0.00,0.00,AG2052
AG2101,0.00,0.00,0.00,0.00,AG2101
AG2193,0.00,0.00,0.00,0.00,AG2193
AG2520,0.00,0.00,0.00,0.00,AG2520
AG3150,0.00,0.00,0.00,0.00,AG3150
AG4018,0.00,0.00,0.00,0.00,AG4018
AG4050,0.00,0.00,0.00,0.00,AG4050
AG4200,0.00,0.00,0.00,0.00,AG4200
AG5281,0.00,0.00,0.00,0.00,AG5281
AG5501,0.00,0.00,0.00,0.00,AG5501
AG5503,0.00,0.00,0.00,0.00,AG5503
AG5509,0.00,0.00,0.00,0.00,AG5509
AG5800,0.00,0.00,0.00,0.00,AG5800
AG6925,0.00,0.00,0.00,0.00,AG6925
AG6950,0.00,0.00,0.00,0.00,AG6950
AG7142,0.00,0.00,0.00,0.00,AG7142
AG7150,0.00,0.00,0.00,0.00,AG7150
AG8830,0.00,0.00,0.00,0.00,AG8830
AHG88R,1.10,9.00,5.00,7.50,AHG88R
Empty Bags,0.00,0.00,0.00,0.00,
Empty Bags Small,0.00,0.00,0.00,0.00,
DF-005,0.00,0.00,0.00,0.00,
DF-075,0.00,0.00,0.00,0.00,
EXTRA Catalog,0.31,0.00,0.00,0.00,CAT
MARCAT,0.34,0.00,0.00,0.00,MARCAT
MNCOOLNETL,3.00,3.00,2.00,2.00,MNCOOLNETL
MNCOOLNETH,3.00,3.00,2.00,2.00,MNCOOLNETH
G1523M,0.20,10.00,1.50,4.00,G1523M
DFS317008-20M,0.00,20.00,0.10,0.10,DFS317008-20M
DFS317008-50M,0.00,50.00,0.10,0.10,DFS317008-50M
DFS317008-100M,0.00,100.00,0.10,0.10,DFS317008-100M
SHIPINS,0.00,0.00,0.00,0.00,SHIPINS
KFND,16.50,18.00,10.00,18.00,KFND
U-KRS1,0.00,16.00,6.00,16.00,U-KRS1
U-KDG1,0.00,16.00,6.00,16.00,U-KDG1
U-KDG1-T,0.00,16.00,6.00,16.00,U-KDG1-T
U-KDG2,0.00,18.00,10.00,18.00,U-KDG2
U-KDG2-T,0.00,18.00,10.00,18.00,U-KDG2-T
U-KDT1,0.00,16.00,6.00,16.00,U-KDT1
U-KDT1-T,0.00,16.00,6.00,16.00,U-KDT1-T
U-KGB1,0.00,16.00,6.00,16.00,U-KGB1
U-KGB1-T,0.00,16.00,6.00,16.00,U-KGB1-T
U-KGB2,0.00,18.00,10.00,18.00,U-KGB2
U-KGB2-T,0.00,18.00,10.00,18.00,U-KGB2-T
U-KGRN,0.00,16.00,6.00,16.00,U-KGRN
U-KIP1,0.00,16.00,6.00,16.00,U-KIP1
U-KIP1-T,0.00,16.00,6.00,16.00,U-KIP1-T
U-KMIST,0.00,9.00,5.00,7.00,U-KMIST
H58-050PRO-G,8.00,16.00,12.00,16.00,H58-050PRO-G
H58-075PRO-G,11.00,16.00,16.00,16.00,H58-075PRO-G
H58-100PRO-G,15.00,16.00,16.00,16.00,H58-100PRO-G
H75-050PRO-FW,5.00,18.00,6.00,18.00,H75-050PRO-FW
H75-075PRO-FW,7.00,18.00,8.00,18.00,H75-075PRO-FW
NG200-8S,1.00,16.00,7.00,13.00,NG200-8S
NET01PSDS-BL2,0.00,0.00,0.00,0.00,NET01PSDS-BL2
NET01PSDS-BL1,0.00,0.00,0.00,0.00,NET01PSDS-BL1
NET01PSDS-BR2,0.00,0.00,0.00,0.00,NET01PSDS-BR2
NET01PSDS-GY2,0.00,0.00,0.00,0.00,NET01PSDS-GY2
NET01PSDS-PL1,0.00,0.00,0.00,0.00,NET01PSDS-PL1
NET01PSDS-BR1,0.00,0.00,0.00,0.00,NET01PSDS-BR1
NET01PSDS-GY1,0.00,0.00,0.00,0.00,NET01PSDS-GY1
NET0300HSAC-24,0.00,0.00,0.00,0.00,NET0300HSAC-24
NET0300HSAC-36,0.00,0.00,0.00,0.00,NET0300HSAC-36
NET01PSD032-36,0.00,0.00,0.00,0.00,NET01PSD032-36
NET01PSD079-36,0.00,0.00,0.00,0.00,NET01PSD079-36
NET01PSD106-36,0.00,0.00,0.00,0.00,NET01PSD106-36
NET01PSD106-36‏-WHPE,0.00,0.00,0.00,0.00,NET01PSD106-36‏-WHPE
NET0355160090BL,0.00,0.00,0.00,0.00,NET0355160090BL
NET03551200070L,0.00,0.00,0.00,0.00,NET03551200070L
NET03551200070GL,0.00,0.00,0.00,0.00,NET03551200070GL
NET03551600090GL,0.00,0.00,0.00,0.00,NET03551600090GL
NET0355120070BL,0.00,0.00,0.00,0.00,NET0355120070BL
NET01WPCJL1.2AW-36 ,0.00,0.00,0.00,0.00,NET01WPCJL1.2AW-36 
NET01WPCJL2AW-36,0.00,0.00,0.00,0.00,NET01WPCJL2AW-36
NET01WPCJL4AW-36,0.00,0.00,0.00,0.00,NET01WPCJL4AW-36
NET01WPCJL8AW-36,0.00,0.00,0.00,0.00,NET01WPCJL8AW-36
"FlexNet Tape Elbow Start Connector - Tape Size : 5/8"" Tape",0.00,0.00,0.00,0.00,NET05FX050MELX636TL
NET05FXPLUG050MPT,0.00,0.00,0.00,0.00,NET05FXPLUG050MPT
NET05FX03CPLRCONN,0.00,0.00,0.00,0.00,NET05FX03CPLRCONN
NET05FX04CPLRCONN ,0.00,0.00,0.00,0.00,NET05FX04CPLRCONN 
NET05FX02SXBCONN,0.00,0.00,0.00,0.00,NET05FX02SXBCONN
NET05FX03SXBCONN,0.00,0.00,0.00,0.00,NET05FX03SXBCONN
NET05FX04SXBCONN,0.00,0.00,0.00,0.00,NET05FX04SXBCONN
NET65ARIA100 ,0.00,0.00,0.00,0.00,NET65ARIA100 
NET65ARIA2,0.00,0.00,0.00,0.00,NET65ARIA2
NET65ARIA075,0.00,0.00,0.00,0.00,NET65ARIA075
NET05FX02CPLRCONN ,0.00,0.00,0.00,0.00,NET05FX02CPLRCONN 
NET05FX02PIPE50-40,0.00,0.00,0.00,0.00,NET05FX02PIPE50-40
NET05FX03PIPE50-40,0.00,0.00,0.00,0.00,NET05FX03PIPE50-40
NET05FX04PIPE50-40 ,0.00,0.00,0.00,0.00,NET05FX04PIPE50-40 
NET06SLX8638.4DM-18,0.00,0.00,0.00,0.00,NET06SLX8638.4DM-18
REFUND,0.00,0.00,0.00,0.00,REFUND
VIR205TF,0.00,0.00,0.00,0.00,VIR205TF
DNP6,0.012,1.875,0.875,1.00,DNP6
DNP2,0.012,1.875,0.875,1.00,DNP2
DNP3,0.012,1.875,0.875,1.00,DNP3
TLCOUP-25old,0.0152,0.00,0.00,0.00,TLCOUP-25old
TLCOUP-50old,0.0152,0.00,0.00,0.00,TLCOUP-50old
TLCOUP-100old,0.0152,0.00,0.00,0.00,TLCOUP-100old
TLTEE-25old,0.0176,0.00,0.00,0.00,TLTEE-25old
TLTEE-50old,0.0176,0.00,0.00,0.00,TLTEE-50old
TLTEE-100old,0.0176,0.00,0.00,0.00,TLTEE-100old
DNWGT-25old,0.018,1.875,0.625,0.625,DNWGT-25old
DNWGT-50old,0.018,1.875,0.625,0.625,DNWGT-50old
DNWGT-100old,0.018,1.875,0.625,0.625,DNWGT-100old
T12TEE-25old,0.07,0.00,0.00,0.00,T12TEE-25old
T12TEE-50old,0.07,0.00,0.00,0.00,T12TEE-50old
T12TEE-100old,0.07,0.00,0.00,0.00,T12TEE-100old
T12FIG8-25old,0.01,0.00,0.00,0.00,T12FIG8-25old
T12FIG8-50old,0.01,0.00,0.00,0.00,T12FIG8-50old
T12FIG8-100old,0.01,0.00,0.00,0.00,T12FIG8-100old
NETBOW5F-25old,0.10,0.00,0.00,0.00,NETBOW5F-25old
NETBOW5F-50old,0.10,0.00,0.00,0.00,NETBOW5F-50old
NETBOW5F-100old,0.10,0.00,0.00,0.00,NETBOW5F-100old
NETBOW5F-10Old,0.10,0.00,0.00,0.00,NETBOW5F-10Old
NETBOW5F-20,0.10,0.00,0.00,0.00,NETBOW5F-20
NETBOW5F-60,0.10,0.00,0.00,0.00,NETBOW5F-60
TLELL-25old,0.0152,0.00,0.00,0.00,TLELL-25old
TLELL-50old,0.0152,0.00,0.00,0.00,TLELL-50old
TLELL-100old,0.0152,0.00,0.00,0.00,TLELL-100old
GOOFPLUG25,0.125,0.00,0.00,0.00,GOOFPLUG25
GOOFPLUG-50old,0.125,0.00,0.00,0.00,GOOFPLUG-50old
GOOFPLUG-100old,0.125,0.00,0.00,0.00,GOOFPLUG-100old
T12ELL-25old,0.05,0.00,0.00,0.00,T12ELL-25old
T12ELL-50old,0.05,0.00,0.00,0.00,T12ELL-50old
T12ELL-100old,0.05,0.00,0.00,0.00,T12ELL-100old
TLDPLUG-25old,0.01,0.00,0.00,0.00,TLDPLUG-25old
TLDPLUG-50old,0.01,0.00,0.00,0.00,TLDPLUG-50old
TLDPLUG-100old,0.01,0.00,0.00,0.00,TLDPLUG-100old
NETBOW10-10Old,0.15,0.00,0.00,0.00,NETBOW10-10Old
NETBOW10-20,0.15,0.00,0.00,0.00,NETBOW10-20
NETBOW10-60,0.15,0.00,0.00,0.00,NETBOW10-60
1 DAY,0.00,0.00,0.00,0.00,1 DAY
2 DAY,0.00,0.00,0.00,0.00,2DAY
3 DAY,0.00,0.00,0.00,0.00,3 DAY
MCCVC-0334,0.00,0.00,0.00,0.00,MCCVC-0334
MCCVC-0348,0.00,0.00,0.00,0.00,MCCVC-0348
MCCVC-0363,0.00,0.00,0.00,0.00,MCCVC-0363
MCCJPC-37,0.00,0.00,0.00,0.00,MCCJPC-37
MCCMRC-170,0.00,0.00,0.00,0.00,MCCMRC-170
MCCMU-0020,0.00,0.00,0.00,0.00,MCCMU-0020
MCCCW-300,0.00,0.00,0.00,0.00,MCCCW-300
MESK18Kit,0.00,0.00,0.00,0.00,MESK18Kit
P62100,0.00,11.00,7.00,9.00,P62100
P58308,0.00,0.00,0.00,0.00,P58308
PRF075RBY,0.00,0.00,0.00,0.00,PRF075RBY
NET05FX050MELX16MM,0.00,0.00,0.00,0.00,NET05FX050MELX16MM
NET05FX02ENDCAP,0.00,0.00,0.00,0.00,NET05FX02ENDCAP
NET05FX03ENDCAP,0.00,0.00,0.00,0.00,NET05FX03ENDCAP
NET05FX04ENDCAP,0.00,0.00,0.00,0.00,NET05FX04ENDCAP
GOOFPLUG10,0.125,0.00,0.00,0.00,GOOFPLUG10
credit,0.00,0.00,0.00,0.00,credit
TDBOHE-BT,0.00,0.00,0.00,0.00,TDBOHE-BT
NET01PSD066-36,0.00,0.00,0.00,0.00,NET01PSD066-36
NCL-307-AB,0.00,0.00,0.00,0.00,NCL-307-AB
SENWOB06B2,0.00,0.00,0.00,0.00,SENWOB06B2
SENWOB10B2,0.00,0.00,0.00,0.00,SENWOB10B2
SENWOB06B3,0.00,0.00,0.00,0.00,SENWOB06B3
SENWOB10B3,0.00,0.00,0.00,0.00,SENWOB10B3
SENWOB06B2LA,0.00,0.00,0.00,0.00,SENWOB06B2LA
SENWOB10B2LA,0.00,0.00,0.00,0.00,SENWOB10B2LA
SENWOB06B3LA,0.00,0.00,0.00,0.00,SENWOB06B3LA
SENWOB10B3LA,0.00,0.00,0.00,0.00,SENWOB10B3LA
SENXWOB06B2HALD,0.00,0.00,0.00,0.00,SENXWOB06B2HALD
SENXWOB10B2MA,0.00,0.00,0.00,0.00,SENXWOB10B2MA
SENXWOB06B3HALD,0.00,0.00,0.00,0.00,SENXWOB06B3HALD
SENXWOB10B3MA,0.00,0.00,0.00,0.00,SENXWOB10B3MA
NETT630TLTMA050,1.00,4.00,1.00,2.00,NETT630TLTMA050
NETBOW5F-10,1.00,0.00,0.00,0.00,NETBOW5F-10
DNWGT-100,1.80,0.00,0.00,0.00,DNWGT-100
DNWGT-25,0.45,0.00,0.00,0.00,DNWGT-25
DNWGT-50,0.00,0.00,0.00,0.00,DNWGT-50
EDTUBESTK-100,0.52,0.00,0.00,0.00,EDTUBESTK-100
EDTUBESTK-50,0.26,0.00,0.00,0.00,EDTUBESTK-50
GOOFPLUG-100,0.52,0.00,0.00,0.00,GOOFPLUG-100
GOOFPLUG-50,0.26,0.00,0.00,0.00,GOOFPLUG-50
NETBOW5F-100,10.00,0.00,0.00,0.00,NETBOW5F-100
NETBOW5F-25,2.50,0.00,0.00,0.00,NETBOW5F-25
NETBOW5F-50,5.00,0.00,0.00,0.00,NETBOW5F-50
T12ELL-100,5.00,0.00,0.00,0.00,T12ELL-100
T12ELL-25,1.25,0.00,0.00,0.00,T12ELL-25
HB-101-50,2.00,0.75,2.00,0.75,HB-101-50
HB-101-100,2.00,0.75,2.00,0.75,HB-101-100
T12ELL-50,2.50,0.00,0.00,0.00,T12ELL-50
T12FIG8-100,1.00,0.00,0.00,0.00,T12FIG8-100
T12FIG8-25,0.25,0.00,0.00,0.00,T12FIG8-25
T12FIG8-50,0.50,0.00,0.00,0.00,T12FIG8-50
T12TEE-100,7.00,0.00,0.00,0.00,T12TEE-100
T12TEE-25,1.75,0.00,0.00,0.00,T12TEE-25
T12TEE-50,3.50,0.00,0.00,0.00,T12TEE-50
TLCKELL-100,2.00,0.00,0.00,0.00,TLCKELL-100
TLCKELL-25,1.00,0.00,0.00,0.00,TLCKELL-25
TLCKELL-50,0.00,0.00,0.00,0.00,TLCKELL-50
TLCOUP-100,1.52,0.00,0.00,0.00,TLCOUP-100
TLCOUP-25,0.38,0.00,0.00,0.00,TLCOUP-25
TLCOUP-50,0.76,0.00,0.00,0.00,TLCOUP-50
TLDPLUG-100,1.00,0.00,0.00,0.00,TLDPLUG-100
TLDPLUG-50,0.50,0.00,0.00,0.00,TLDPLUG-50
"TLELL-100 (Bag) 17mm Techline Elbow Fitting for Driplines and Tubing, 90 Degree Bend, UV Resistant",1.52,0.00,0.00,0.00,TLELL-100
"TLELL-25 (Bag) 17mm Techline Elbow Fitting for Driplines and Tubing, 90 Degree Bend, UV Resistant",0.38,0.00,0.00,0.00,TLELL-25
"TLELL-50 (Ban) 17mm Techline Elbow Fitting for Driplines and Tubing, 90 Degree Bend, UV Resistant",0.76,0.00,0.00,0.00,TLELL-50
TLTEE-100,1.76,0.00,0.00,0.00,TLTEE-100
TLTEE-25,0.00,0.00,0.00,0.00,TLTEE-25
TLTEE-50,0.88,0.00,0.00,0.00,TLTEE-50
DNP2-10,0.00,0.00,0.00,0.00,DNP2-10
DNP3-10,0.00,0.00,0.00,0.00,DNP3-10
DNP6-10,0.00,0.00,0.00,0.00,DNP6-10
MESK36Kit,0.00,0.00,0.00,0.00,MESK36Kit
EDTUBEMVLV-B,0.01,0.00,0.00,0.00,EDTUBEMVLV-B
Dema 0960.F Ph Pumps,0.00,0.00,0.00,0.00,DEMAPHP
Mixrite Line Doser TFS.002.v on/off,0.00,0.00,0.00,0.00,DEMATFS.002.V
SEZ17,0.25,0.00,0.00,0.00,SEZ17
MTFBPR-T,0.006,1.875,0.75,0.75,MTFBPR-T
RBD2045-A,1.083,0.00,0.00,0.00,RBD2045-A
PBL-402-130,0.038,2.30,1.20,2.30,PBL-402-130
PBL-SJ050SS6X,0.038,2.30,6.00,2.30,PBL-SJ050SS6X
KCV2,0.00,0.00,0.00,0.00,KCV2
DEMA0960.N,0.00,0.00,0.00,0.00,DEMA0960.N
FEB650A12,1.00,4.44,5.50,5.50,FEB650A12
FEB650A34,0.85,3.00,3.20,1.30,FEB650A34
FEB650A1,1.75,3.00,10.00,8.00,FEB650A1
FEB650A112,0.28,4.50,5.00,2.20,FEB650A112
FEB650A2,7.10,1.50,1.50,1.88,FEB650A2
FEB825Y34,12.50,6.30,12.60,7.87,FEB825Y34
FEB825Y1,12.50,0.00,0.00,0.00,FEB825Y1
FEB85012,4.00,3.62,10.67,4.92,FEB85012
FEB85034,4.50,0.00,0.00,0.00,FEB85034
FEB765BV34,3.20,6.14,8.46,8.86,FEB765BV34
FEB765BV1,6.20,6.89,10.43,10.04,FEB765BV1
FEB622F12,0.47,0.00,0.00,0.00,FEB622F12
FEB622F34,0.71,1.34,2.91,1.89,FEB622F34
FEB622F1,1.25,1.69,3.07,2.28,FEB622F1
FEB622UF34,0.85,0.00,0.00,0.00,FEB622UF34
FEB622UF1,1.91,1.73,2.05,2.05,FEB622UF1
ARVPS32EVO3,0.00,0.00,0.00,0.00,ARVPS32EVO3
ARVMT32PRO3,0.00,0.00,0.00,0.00,ARVMT32PRO3
ARVPS37EVO3,0.00,0.00,0.00,0.00,ARVPS37EVO3
ARVMT37-3,0.00,0.00,0.00,0.00,ARVMT37-3
ARVST37-3,0.00,0.00,0.00,0.00,ARVST37-3
ARVTT37-3,0.00,0.00,0.00,0.00,ARVTT37-3
ARVHP37-3,0.00,0.00,0.00,0.00,ARVHP37-3
ARVHS37PRO-3,0.00,0.00,0.00,0.00,ARVHS37PRO-3
ARVULIX5-37,0.00,0.00,0.00,0.00,ARVULIX5-37
KCMG-BASE,62.50,26.00,12.00,26.00,KCMG-BASE
KCMG-T,62.50,26.00,12.00,26.00,KCMG-T
MORWLG005,7.46,7.25,9.45,5.50,MORWLG005
AQUHPF4,1.00,0.00,0.00,0.00,AQUHPF4
MNCOOLNETH-25,3.00,3.00,2.00,2.00,MNCOOLNETH-25
KSPB146,3.70,8.00,10.00,8.00,KSPB146
DEM36300000044,0.00,0.00,0.00,0.00,DEM36300000044
KSPB12,3.00,10.00,10.00,10.00,KSPB12
KHBSK-Kit,2.00,7.00,7.00,7.00,KHBSK-Kit
U-KHBSK,0.00,9.00,5.00,7.00,U-KHBSK
PTOT5PRS,1.00,7.00,3.00,3.00,PTOT5PRS
KCV1,0.00,0.00,0.00,0.00,KCV1
DURA536-010,1.00,1.00,2.00,1.00,DURA536-010
770103-000041,0.00,0.00,0.00,0.00,770103-000041
700190-006658,0.00,0.00,0.00,0.00,700190-006658
710101-001430,0.00,0.00,0.00,0.00,710101-001430
710101-001370,0.00,0.00,0.00,0.00,710101-001370
770102-000096,0.00,0.00,0.00,0.00,770102-000096
770102-000069,0.00,0.00,0.00,0.00,770102-000069
710103-000689,0.00,0.00,0.00,0.00,710103-000689
536-010,0.00,0.00,0.00,0.00,536-010
KEPI1,0.00,0.00,0.00,0.00,KEPI1
KEPI2,0.00,0.00,0.00,0.00,KEPI2
KEPI3,0.00,0.00,0.00,0.00,KEPI3
TGNHFBTSEN,1.35,7.00,4.00,5.00,TGNHFBTSEN
GAR6S110UP0,0.00,0.00,0.00,0.00,GAR6S110UP0
"PVC TUBE 3/4"" X 10'",0.00,0.00,0.00,0.00,PVCTUBE3410
GIFTCERT,0.00,0.00,0.00,0.00,GIFTCERT
GBTWEED,10.00,8.00,1.00,4.00,GBTWEED
FAME2S075,0.84,14.75,4.50,4.50,FAME2S075
MSNPT-25,0.081,15.375,0.75,2.00,MSNPT-25
KCMG,28.00,28.00,12.00,28.00,KCMG
KSPDT-KIT,0.00,0.00,0.00,0.00,KSPDT-KIT
GAE5B000UU1,1.50,7.00,4.00,7.00,GAE5B000UU1
Netafim DN 570 045 .61GPH 30 Inch,25.00,0.00,0.00,0.00,DN570045.61-30
PDEPDM-CUT,0.20,12.00,12.00,12.00,PDEPDM-CUT
DRIPCAPNAVY,0.20,8.00,6.00,8.00,DRIPCAPNAVY
PGJ-06,0.44,0.00,0.00,0.00,PGJ-06
P190-10,0.00,0.00,0.00,0.00,P190-10
12100R,0.00,0.00,0.00,0.00,12100R
34100R,0.00,0.00,0.00,0.00,34100R
SMPTN10,0.00,16.00,11.00,11.50,SMPTN10
KIN Kit,0.00,10.00,10.00,10.00,KINKit
KINA1 Kit,0.00,10.00,10.00,10.00,KINA1Kit
LSF-10 BUN Tape Loc x Female Hose Swivel,0.43,0.00,0.00,0.00,LSF-10
DETF125,4.25,6.00,22.00,22.00,DETF125
DETF125-500,8.00,12.00,24.00,24.00,DETF125-500
DETF121,4.25,6.00,22.00,22.00,DETF121
DETF121-500,8.00,12.00,24.00,24.00,DETF121-500
DETF181,4.25,6.00,22.00,22.00,DETF181
DETF181-500,8.00,12.00,24.00,24.00,DETF181-500
DETF241,4.25,6.00,22.00,22.00,DETF241
DETF241-500,8.00,12.00,24.00,24.00,DETF241-500
DETF361,4.25,6.00,22.00,22.00,DETF361
DETF361-500,8.00,12.00,24.00,24.00,DETF361-500
DETF91,4.25,6.00,22.00,22.00,DETF91
DETF91-500,8.00,12.00,24.00,24.00,DETF91-500
DETF95,4.25,6.00,22.00,22.00,DETF95
DETF95-500,8.00,12.00,24.00,24.00,DETF95-500
LSF-5 BUN Tape Loc x Female Hose Swivel,0.25,0.00,0.00,0.00,LSF-5
PONOZ4,0.021,0.00,0.00,0.00,PONOZ4
PONOZ6,0.021,0.00,0.00,0.00,PONOZ6
HARV075,0.234,0.00,0.00,0.00,HARV075
